Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,vFA (pi),ERA,xERA,FIP,xFIP,WAR,NameASCII,PlayerId,MLBAMID
"Trevor Williams","WSN",4,4,0,16,16,80,6.975000249445447,2.8125001005828416,1.8000000643730187,0.2938775510204082,0.75593952,0.39534884,0.15384615,90.29330933186722,4.275000152885919,,5.317540433257822,4.866897697276736,0.4898443418938978,"Trevor Williams",16977,592866
"Luke Weaver","CIN",1,2,0,13,13,64.2,7.654639702064258,2.7835053462051844,1.9484537423436292,0.3431372549019608,0.64814815,0.35779817,0.15730337,93.99852800369263,6.9587633655129615,,5.389061124921046,4.850117367750975,0.46934833624526884,"Luke Weaver",16918,596133
"Osvaldo Bido","PIT",0,1,0,4,4,19,8.526316217438357,2.8421054058127857,0.47368423430213097,0.3442622950819672,0.70945946,0.37704918,0.04761905,93.90533198142538,4.736842343021309,,3.465566685853573,4.608744997599484,0.4556184660590806,"Osvaldo Bido",23150,674370
"Kutter Crawford","BOS",3,3,0,8,8,35.2,9.336448764559465,2.0186916247696143,1.7663551716734123,0.336734693877551,0.68877551,0.4,0.1627907,94.28974894023263,5.299065515020237,,4.488685241300724,3.9305765982638787,0.44622764972033946,"Kutter Crawford",20531,676710
"J.P. France","HOU",3,3,0,10,10,60.1,6.563536257429611,2.983425571558914,1.3425415072015112,0.25142857142857145,0.84690554,0.46195652,0.13432836,93.30863403921644,3.1325968501368595,,4.779902318293849,4.676718349011721,0.43607785966622725,"J.P. France",21212,641585
"Andrew Heaney","TEX",5,5,0,15,15,78,9.346154303240375,3.9230771149404045,1.6153846943872254,0.271356783919598,0.74944072,0.37440758,0.15730337,92.47987889419367,4.38461559905104,,5.088373782492096,4.641557172198384,0.4089615791959789,"Andrew Heaney",15423,571760
"Steven Matz","STL",0,6,0,10,10,50.1,8.046358124079807,3.576159166257692,1.4304636665030768,0.379746835443038,0.71979434,0.45180723,0.17021277,,5.721854666012307,,4.784841780618416,4.262474842375287,0.3955462735751567,"Steven Matz",13361,571927
"Brandon Williamson","CIN",1,2,0,9,9,43.2,7.0076339959084315,3.7099238801868166,1.6488550578608074,0.2734375,0.62992126,0.34558824,0.13559322,92.47814220518578,5.5648858202802245,,5.384811475900613,5.237050096678027,0.3883212656626216,"Brandon Williamson",25463,682227
"Matthew Liberatore","STL",1,3,0,7,7,30.2,6.1630436060333995,4.1086957373556,0.5869565339079429,0.33653846153846156,0.61302682,0.43809524,0.05714286,94.32576497395833,5.282608805171486,,4.494170819969394,5.533322299825771,0.374312349040111,"Matthew Liberatore",22294,669461
"Cal Quantrill","CLE",2,5,0,12,12,62.2,5.026595948669594,3.159574596306602,1.0053191897339189,0.3023255813953488,0.61659193,0.38914027,0.08641975,94.13263528388843,6.175532165508358,,4.882700000018653,5.567617454462187,0.36486055492021513,"Cal Quantrill",19312,615698
"Carlos Hernández","KCR",0,0,0,4,4,7,12.857142857142858,1.2857142857142858,0,0.3125,0.5,0.375,0,99.28310171274039,3.857142857142857,,0.8264689309256421,2.4798206848757607,0.36153175273095983,"Carlos Hernandez",22713,672578
"Tyler Mahle","MIN",1,2,0,5,5,25.2,9.818182061385665,1.7532467966760115,1.7532467966760115,0.265625,0.8,0.37681159,0.16129032,92.7834797430476,3.1558442340168207,,4.190105317724276,3.6545431371509944,0.35923932132108316,"Tyler Mahle",16358,641816
"David Peterson","NYM",2,6,0,9,9,45,10.000000211927631,3.4000000720553945,1.6000000339084208,0.3923076923076923,0.63829787,0.55147059,0.24242424,93.10143991023936,7.000000148349341,,4.5439292757010765,3.445276094203223,0.3529021018523998,"David Peterson",20302,656849
"JP Sears","OAK",1,6,0,16,16,87.1,8.75954220792463,2.0610687548057953,1.9580153170655055,0.24553571428571427,0.74270557,0.25311203,0.13669065,93.07265356163973,4.43129782283246,,5.098551856851143,4.901787277017762,0.3443679623550793,"JP Sears",23429,676664
"Daniel Lynch IV","KCR",2,3,0,7,7,41.1,6.096774240438202,2.8306451830605934,1.3064516229510432,0.25196850393700787,0.71100917,0.37121212,0.1,92.99610041595564,4.137096806011637,,4.803427468179789,5.316357437536157,0.34303858840111834,"Daniel Lynch IV",21537,663738
"Triston McKenzie","CLE",0,1,0,2,2,10,13.5,3.6,0.9,0.3181818181818182,0.66037736,0.39130435,0.09090909,92.85345660199175,4.5,,2.7550403594970705,3.2737272888422013,0.3390131504748018,"Triston McKenzie",18000,663474
"Yusei Kikuchi","TOR",7,3,0,17,17,88.1,9.373585242994245,2.750943495226572,2.139622718509556,0.2782608695652174,0.86124402,0.36947791,0.19444444,95.38191880410483,4.075471844780107,,5.2135309960164,4.144421403880607,0.33802533384003286,"Yusei Kikuchi",20633,579328
"James Kaprielian","OAK",2,6,0,11,11,58.1,8.331428889247361,4.474285884966176,1.388571481541227,0.30538922155688625,0.65920398,0.30635838,0.10227273,92.48947121808195,5.862857366507402,,5.10646900155204,5.594953951859584,0.3327075924886737,"James Kaprielian",18331,621076
"Roansy Contreras","PIT",3,5,0,11,11,54.1,6.957055503468498,4.1411044663502965,1.159509250578083,0.32727272727272727,0.64766839,0.35882353,0.09859155,94.37991221163286,6.12883461019844,,4.819457602340516,5.305125865389491,0.330317636212646,"Roansy Contreras",22810,672710
"Brandon Woodruff","MIL",1,0,0,2,2,11.1,9.52941203199869,2.3823530079996726,0.7941176693332243,0.23076923076923078,1,0.44444444,0.09090909,96.70994857594937,0.7941176693332243,,3.0785697663119094,3.536234716806534,0.3271459138941997,"Brandon Woodruff",16162,605540
"Emmet Sheehan","LAD",2,0,0,3,3,17,6.352941176470588,2.1176470588235294,1.0588235294117647,0.17777777777777778,0.80357143,0.34042553,0.07692308,95.5148759321733,2.6470588235294117,,4.078569771261776,5.077813630244311,0.3160877853145339,"Emmet Sheehan",29839,686218
"Reese Olson","DET",1,2,0,5,5,21.1,11.390625678934198,2.531250150874266,1.687500100582844,0.2962962962962963,0.53921569,0.44827586,0.2,95.13319156044408,5.484375326894243,,4.005040404200557,3.117557620630697,0.30106937019876884,"Reese Olson",24968,681857
"Jared Shuster","ATL",4,2,0,9,9,45,5.000000317891459,4.400000279744484,0.8000000508626335,0.2695035460992908,0.67340067,0.35211268,0.05882353,91.68244073695483,5.000000317891459,,4.832818237587264,6.175660973376419,0.2902179660638398,"Jared Shuster",27472,694363
"Kolby Allard","ATL",0,0,0,1,1,4.2,15.428573530547759,1.9285716913184698,0,0.3333333333333333,1,0.55555556,0,90.43049422554348,0,,0.4693256942592807,1.177905113917045,0.2779735535818111,"Kolby Allard",18694,663465
"Alex Faedo","DET",1,3,0,5,5,26,9.000000330118045,0.6923077177013881,2.0769231531041643,0.2318840579710145,0.44871795,0.34666667,0.17647059,93.12889467935426,5.538461741611105,,4.485809635410649,3.6478849752259115,0.27240109919517086,"Alex Faedo",19874,656412
"Julio Urías","LAD",5,5,0,11,11,58.1,8.48571460941861,2.005714362226217,2.160000082397464,0.28125,0.75367647,0.37647059,0.18666667,93.22212543746465,4.937143045479918,,5.260754721723288,4.266492653159638,0.27157640202409455,"Julio Urias",14765,628711
